Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Moisture,Soil Type,Crop Type,Fertilizer Name
57,36,176,38.8,41.1,27.8,Sandy,Paddy,10-26-26
102,71,170,20.8,86.8,38.6,Red,Sugarcane,20-20
45,24,120,41.0,59.0,55.6,Sandy,Paddy,DAP
28,37,196,18.2,37.3,13.3,Black,Pulses,Urea
34,141,55,44.1,65.4,21.9,Sandy,Pulses,14-35-14
124,52,185,19.6,67.0,39.8,Clayey,Millets,Urea
111,16,131,37.8,21.5,34.5,Loamy,Barley,DAP
0,30,127,18.1,78.5,27.9,Black,Sugarcane,Urea
73,48,111,42.9,29.9,52.1,Black,Oil seeds,14-35-14
113,14,62,31.6,44.2,54.5,Black,Maize,DAP
140,61,195,31.1,85.6,23.9,Clayey,Tobacco,20-20
23,96,38,34.2,23.9,46.5,Sandy,Oil seeds,14-35-14
19,15,148,21.0,97.5,35.9,Sandy,Maize,Urea
128,140,53,16.6,98.5,55.6,Loamy,Cotton,17-17-17
99,124,171,24.2,54.0,53.2,Sandy,Tobacco,10-26-26
4,124,110,41.4,29.6,46.2,Sandy,Sugarcane,17-17-17
86,84,204,35.4,66.1,59.2,Red,Oil seeds,14-35-14
135,3,168,28.1,97.9,48.3,Clayey,Oil seeds,DAP
32,138,15,28.8,42.5,42.9,Red,Cotton,14-35-14
8,77,78,28.2,91.6,52.8,Red,Millets,Urea
129,69,1,18.1,36.4,12.4,Red,Oil seeds,14-35-14
114,132,101,26.0,15.4,52.0,Sandy,Barley,28-28
54,106,137,38.4,17.8,44.7,Sandy,Paddy,28-28
0,107,158,44.4,69.5,28.3,Loamy,Millets,Urea
12,140,104,30.7,29.7,11.1,Red,Paddy,10-26-26
25,131,101,43.4,76.7,37.9,Clayey,Millets,Urea
105,94,61,18.4,79.9,29.3,Black,Tobacco,14-35-14
49,133,191,33.7,35.9,22.0,Clayey,Tobacco,10-26-26
47,88,126,39.8,90.4,10.3,Sandy,Sugarcane,Urea
26,51,74,30.4,76.5,33.8,Red,Pulses,14-35-14
63,28,201,24.3,54.5,21.7,Loamy,Tobacco,DAP
99,72,165,24.3,45.2,60.0,Sandy,Wheat,28-28
123,113,83,30.8,85.2,21.1,Black,Cotton,17-17-17
23,108,166,22.8,94.4,34.4,Clayey,Barley,28-28
131,71,47,40.4,91.4,29.4,Black,Paddy,10-26-26
20,23,43,33.1,91.8,16.7,Clayey,Sugarcane,Urea
100,0,11,22.8,74.1,47.9,Loamy,Millets,DAP
52,99,16,38.7,96.8,17.4,Black,Paddy,17-17-17
42,103,92,43.7,50.6,19.3,Red,Ground Nuts,14-35-14
116,19,142,37.0,20.3,12.1,Black,Paddy,DAP
92,40,99,21.5,88.0,32.3,Sandy,Wheat,DAP
139,143,26,31.6,94.0,38.7,Black,Pulses,14-35-14
86,16,10,30.3,24.8,52.1,Black,Cotton,DAP
125,143,38,39.2,53.6,13.8,Clayey,Wheat,28-28
122,18,105,17.7,29.4,58.8,Sandy,Maize,DAP
127,60,170,29.3,93.2,26.7,Sandy,Ground Nuts,14-35-14
28,68,149,39.5,80.4,27.3,Black,Paddy,10-26-26
113,5,21,42.7,46.6,13.0,Sandy,Tobacco,DAP
103,101,143,20.1,92.6,44.1,Sandy,Cotton,14-35-14
48,49,163,43.9,50.3,48.2,Clayey,Millets,Urea
19,120,96,36.0,24.1,16.3,Red,Barley,28-28
61,125,141,27.7,36.9,32.0,Clayey,Pulses,14-35-14
100,59,42,42.5,47.7,31.7,Red,Cotton,14-35-14
94,94,166,25.4,34.2,32.9,Black,Maize,10-26-26
116,107,14,26.2,79.8,10.3,Loamy,Pulses,14-35-14
65,114,59,34.3,92.0,38.3,Sandy,Paddy,10-26-26
118,56,130,32.2,17.2,28.7,Black,Tobacco,DAP
0,22,106,23.2,78.0,31.0,Loamy,Sugarcane,Urea
61,72,2,30.9,82.6,58.4,Black,Pulses,14-35-14
47,4,58,44.6,95.1,45.6,Loamy,Tobacco,DAP
127,124,157,44.3,97.8,16.3,Clayey,Maize,10-26-26
23,138,193,29.6,33.6,48.1,Red,Pulses,14-35-14
123,21,156,23.5,93.2,31.4,Red,Ground Nuts,DAP
78,38,167,35.6,75.8,23.7,Red,Barley,DAP
51,125,146,24.1,88.0,19.9,Clayey,Wheat,28-28
124,130,20,28.4,87.0,26.9,Black,Maize,28-28
50,73,16,24.8,35.0,41.2,Red,Tobacco,14-35-14
79,102,201,22.5,94.5,23.1,Sandy,Maize,10-26-26
79,12,188,39.0,34.2,37.9,Loamy,Tobacco,DAP
29,66,183,33.3,56.9,45.6,Black,Ground Nuts,14-35-14
7,95,161,42.5,92.7,34.8,Red,Paddy,10-26-26
101,129,71,15.5,96.1,48.9,Red,Barley,28-28
136,92,99,28.3,37.6,16.6,Black,Oil seeds,14-35-14
101,66,49,24.2,32.1,18.6,Black,Oil seeds,14-35-14
110,39,124,27.5,24.9,28.6,Loamy,Wheat,DAP
129,37,132,38.3,53.2,41.5,Sandy,Oil seeds,14-35-14
84,132,23,26.8,76.2,38.6,Clayey,Wheat,28-28
34,118,33,18.8,56.0,36.1,Loamy,Wheat,28-28
12,41,164,42.4,62.9,36.1,Black,Pulses,14-35-14
9,140,105,34.2,43.3,12.4,Clayey,Barley,28-28
127,60,25,29.4,43.3,47.1,Sandy,Maize,28-28
15,15,204,42.7,73.6,22.4,Sandy,Paddy,Urea
78,137,41,21.9,32.5,30.0,Clayey,Millets,Urea
23,25,57,16.7,50.3,32.6,Sandy,Oil seeds,Urea
15,4,156,24.7,51.0,34.0,Clayey,Barley,Urea
79,97,106,43.4,35.8,47.1,Sandy,Maize,10-26-26
60,125,43,25.9,59.2,15.9,Black,Oil seeds,14-35-14
38,13,196,19.4,68.7,54.5,Black,Millets,DAP
0,108,81,31.2,80.0,37.7,Sandy,Maize,28-28
51,45,106,33.5,44.8,31.2,Clayey,Oil seeds,14-35-14
88,55,4,16.4,81.5,29.2,Clayey,Paddy,Urea
27,12,170,31.1,84.3,21.9,Red,Paddy,Urea
62,140,92,31.4,66.9,56.7,Red,Maize,28-28
45,128,200,30.5,99.8,50.2,Sandy,Oil seeds,14-35-14
101,98,160,29.5,84.8,52.0,Black,Oil seeds,14-35-14
25,41,76,26.7,15.2,22.7,Loamy,Tobacco,17-17-17
10,25,175,19.8,78.6,45.5,Sandy,Maize,Urea
4,111,151,25.6,42.3,28.5,Sandy,Sugarcane,10-26-26
126,64,79,28.8,69.6,48.1,Black,Tobacco,28-28
20,102,106,22.1,76.1,31.7,Clayey,Millets,Urea
62,66,185,34.0,21.0,15.7,Loamy,Ground Nuts,14-35-14
114,76,160,30.0,37.2,29.5,Red,Ground Nuts,14-35-14
113,25,167,26.3,47.9,33.0,Black,Maize,DAP
120,56,106,28.2,38.3,48.2,Red,Ground Nuts,14-35-14
73,126,176,42.3,77.6,15.3,Clayey,Oil seeds,14-35-14
20,141,73,32.6,81.0,56.0,Loamy,Barley,28-28
15,23,74,17.8,90.0,37.2,Sandy,Wheat,Urea
17,77,91,25.9,72.6,47.1,Loamy,Oil seeds,14-35-14
96,52,82,28.7,51.8,18.8,Clayey,Cotton,20-20
68,85,169,20.9,66.2,47.1,Black,Wheat,28-28
85,47,107,40.7,30.6,22.1,Clayey,Maize,10-26-26
137,98,76,33.7,27.1,12.3,Loamy,Maize,28-28
2,132,84,18.8,33.2,46.8,Black,Millets,Urea
134,52,113,41.7,63.7,57.5,Sandy,Sugarcane,20-20
24,62,195,18.2,51.2,20.7,Clayey,Barley,28-28
109,29,8,35.3,84.6,57.2,Clayey,Oil seeds,DAP
105,63,201,15.6,38.3,12.7,Loamy,Cotton,Urea
80,32,62,24.3,82.6,15.5,Loamy,Maize,DAP
100,60,161,37.5,38.5,31.0,Sandy,Barley,28-28
46,45,86,32.7,37.6,56.9,Black,Pulses,14-35-14
39,95,22,39.4,43.0,58.2,Sandy,Wheat,28-28
20,2,45,16.4,64.4,21.1,Loamy,Millets,Urea
89,112,50,24.4,33.7,31.5,Clayey,Ground Nuts,14-35-14
28,109,70,18.9,75.5,44.0,Sandy,Cotton,14-35-14
27,45,70,42.1,72.1,24.5,Sandy,Ground Nuts,14-35-14
94,62,102,21.9,74.7,29.7,Red,Sugarcane,20-20
6,86,96,22.4,89.9,28.0,Red,Pulses,14-35-14
8,136,139,37.1,47.8,16.5,Sandy,Cotton,14-35-14
50,31,87,25.7,39.4,47.9,Clayey,Pulses,DAP
65,72,49,23.2,48.6,47.5,Red,Ground Nuts,14-35-14
96,4,125,37.8,29.3,39.4,Red,Maize,DAP
81,87,131,36.0,92.8,10.5,Loamy,Ground Nuts,14-35-14
30,140,168,23.4,82.6,31.4,Sandy,Wheat,28-28
110,113,199,31.2,83.5,58.0,Black,Paddy,10-26-26
19,37,100,43.4,76.5,10.6,Clayey,Paddy,Urea
53,91,69,15.8,21.2,31.9,Clayey,Maize,28-28
87,86,30,27.9,31.9,57.4,Black,Millets,20-20
127,110,15,38.1,21.8,48.8,Black,Wheat,28-28
119,34,125,18.3,23.0,44.2,Sandy,Wheat,DAP
140,110,162,30.2,17.4,55.2,Loamy,Barley,28-28
25,71,43,28.8,42.1,59.2,Loamy,Ground Nuts,14-35-14
76,12,152,15.5,21.1,22.9,Red,Maize,DAP
105,36,106,30.2,34.2,53.7,Loamy,Cotton,20-20
87,39,133,17.9,20.0,35.2,Red,Millets,Urea
138,105,98,34.5,56.9,49.9,Red,Paddy,14-35-14
93,122,175,15.5,97.2,21.8,Loamy,Wheat,28-28
100,50,174,15.6,97.7,21.1,Black,Cotton,DAP
73,113,53,40.6,77.0,14.0,Sandy,Paddy,DAP
73,116,2,37.3,72.7,52.5,Clayey,Maize,28-28
33,55,66,38.1,14.5,46.9,Loamy,Barley,28-28
39,132,196,35.0,44.4,38.7,Clayey,Maize,10-26-26
4,118,87,27.8,91.5,32.7,Black,Oil seeds,14-35-14
49,57,0,38.2,23.9,37.9,Clayey,Ground Nuts,14-35-14
79,26,190,24.5,26.1,28.9,Loamy,Paddy,DAP
69,142,186,32.6,59.5,15.8,Black,Oil seeds,14-35-14
63,79,86,36.2,63.0,11.9,Sandy,Tobacco,10-26-26
35,53,144,26.7,64.5,38.9,Loamy,Maize,10-26-26
28,141,17,25.4,21.4,24.8,Red,Tobacco,20-20
122,21,86,17.7,63.7,42.5,Black,Cotton,DAP
118,137,204,35.1,22.5,43.2,Clayey,Millets,Urea
62,4,24,22.4,48.3,26.5,Clayey,Wheat,DAP
4,62,31,30.2,69.4,33.1,Red,Cotton,14-35-14
55,136,105,35.5,72.2,35.3,Black,Oil seeds,14-35-14
84,13,36,15.7,56.9,48.8,Black,Sugarcane,DAP
27,58,72,24.9,22.8,23.2,Loamy,Tobacco,17-17-17
79,71,15,24.7,78.0,20.1,Loamy,Tobacco,17-17-17
112,139,69,40.4,91.9,32.6,Sandy,Sugarcane,20-20
31,19,15,30.5,72.9,55.7,Red,Millets,Urea
75,14,180,19.4,30.2,56.7,Clayey,Millets,DAP
74,27,73,35.7,65.1,47.4,Clayey,Paddy,DAP
16,96,54,22.4,77.6,49.1,Sandy,Oil seeds,14-35-14
72,118,168,20.7,71.1,14.9,Clayey,Barley,28-28
137,114,53,31.2,27.5,33.6,Sandy,Cotton,14-35-14
46,117,125,36.4,16.6,24.5,Sandy,Pulses,14-35-14
73,20,60,22.0,26.5,41.5,Clayey,Sugarcane,DAP
138,14,200,16.1,70.0,59.4,Clayey,Sugarcane,DAP
26,20,48,40.4,67.5,41.7,Black,Ground Nuts,Urea
22,128,124,36.7,99.4,44.7,Loamy,Ground Nuts,14-35-14
19,18,12,44.9,81.0,40.6,Black,Sugarcane,Urea
113,65,118,41.5,74.9,22.1,Clayey,Ground Nuts,14-35-14
58,31,82,23.8,14.8,41.7,Clayey,Millets,DAP
102,113,160,20.2,28.0,48.2,Sandy,Cotton,14-35-14
43,140,75,17.2,49.0,26.9,Red,Barley,28-28
125,116,133,33.1,97.9,56.9,Loamy,Tobacco,17-17-17
49,59,140,42.0,19.9,25.1,Red,Barley,28-28
25,137,139,31.7,88.6,30.9,Sandy,Paddy,10-26-26
59,98,46,36.3,35.4,51.2,Black,Sugarcane,DAP
33,40,167,34.0,32.5,26.8,Red,Millets,20-20
8,8,128,43.3,91.5,22.4,Clayey,Paddy,Urea
15,37,138,24.1,41.6,58.1,Clayey,Cotton,Urea
7,97,133,22.8,84.4,21.4,Clayey,Ground Nuts,14-35-14
56,75,112,16.8,65.3,45.9,Red,Paddy,28-28
8,68,73,36.3,79.6,46.5,Clayey,Tobacco,17-17-17
50,98,177,17.2,49.1,42.4,Clayey,Wheat,28-28
120,59,178,15.1,23.4,27.5,Clayey,Maize,10-26-26
121,40,47,30.7,29.8,24.1,Clayey,Paddy,20-20
37,91,140,34.8,24.5,47.2,Red,Cotton,14-35-14
56,136,115,38.7,27.7,22.6,Clayey,Cotton,14-35-14
106,78,133,37.0,24.8,23.8,Sandy,Oil seeds,14-35-14
57,136,112,34.9,14.5,17.1,Red,Ground Nuts,14-35-14
98,92,116,38.6,63.4,14.5,Loamy,Tobacco,17-17-17
84,62,192,36.1,86.4,37.0,Black,Wheat,28-28
116,50,64,41.8,18.2,19.3,Clayey,Barley,28-28
18,9,15,43.5,90.5,32.9,Loamy,Pulses,Urea
8,103,137,33.9,19.9,17.3,Black,Tobacco,17-17-17
90,73,43,26.7,48.4,48.2,Black,Millets,Urea
84,109,165,37.8,66.2,40.8,Sandy,Barley,28-28
132,63,75,23.5,68.4,20.9,Red,Ground Nuts,14-35-14
1,139,39,38.6,69.2,12.3,Loamy,Sugarcane,Urea
131,90,100,25.4,28.5,51.9,Red,Tobacco,Urea
115,93,174,41.1,22.3,10.7,Black,Wheat,28-28
40,127,150,34.3,72.6,20.6,Red,Wheat,28-28
76,130,119,23.6,35.5,10.2,Red,Oil seeds,14-35-14
51,54,36,41.8,86.2,22.6,Black,Sugarcane,20-20
6,54,27,40.2,48.0,55.0,Red,Paddy,DAP
109,83,10,34.6,65.7,12.4,Loamy,Wheat,28-28
52,60,127,24.7,95.0,12.1,Clayey,Millets,20-20
105,37,171,17.1,93.9,27.2,Sandy,Tobacco,14-35-14
45,91,104,38.2,37.4,47.0,Black,Pulses,14-35-14
46,110,6,28.1,75.1,33.0,Clayey,Ground Nuts,14-35-14
138,84,73,29.9,83.8,43.3,Clayey,Tobacco,14-35-14
73,52,38,37.8,93.0,20.9,Black,Oil seeds,14-35-14
39,145,152,25.3,23.8,12.6,Loamy,Maize,10-26-26
52,25,53,36.8,76.9,21.1,Black,Maize,DAP
45,54,49,36.9,14.7,46.7,Clayey,Pulses,14-35-14
53,16,172,44.8,42.1,56.1,Loamy,Millets,DAP
82,20,32,16.5,82.9,32.0,Black,Tobacco,DAP
32,17,17,32.8,79.0,24.9,Red,Oil seeds,14-35-14
67,98,18,28.0,82.2,43.1,Loamy,Tobacco,17-17-17
36,91,123,34.8,91.8,18.9,Sandy,Oil seeds,14-35-14
126,52,40,44.0,22.3,55.1,Loamy,Paddy,10-26-26
68,74,156,15.7,25.7,43.0,Loamy,Pulses,14-35-14
73,59,41,20.4,78.1,15.9,Loamy,Oil seeds,14-35-14
46,13,66,30.3,19.0,38.2,Sandy,Millets,DAP
16,142,96,19.2,66.6,21.2,Red,Pulses,14-35-14
107,50,113,32.6,71.0,47.1,Black,Maize,10-26-26
80,71,146,42.6,55.8,42.0,Red,Pulses,14-35-14
23,109,51,23.4,41.6,58.4,Loamy,Millets,Urea
18,43,160,41.3,70.8,25.2,Loamy,Sugarcane,14-35-14
63,103,12,42.9,72.8,42.8,Sandy,Tobacco,DAP
136,112,102,31.3,38.1,37.1,Red,Millets,Urea
27,107,8,26.9,73.4,47.0,Black,Maize,28-28
20,81,178,32.1,76.5,48.7,Red,Sugarcane,10-26-26
91,122,156,28.2,38.6,14.8,Sandy,Ground Nuts,14-35-14
35,69,32,44.9,76.5,10.8,Clayey,Barley,28-28
91,52,35,32.3,36.9,23.7,Black,Maize,28-28
53,5,128,18.6,55.6,29.1,Black,Cotton,DAP
90,37,153,26.8,84.3,26.3,Sandy,Pulses,14-35-14
89,5,194,17.3,24.4,59.4,Red,Paddy,DAP
139,82,39,43.1,49.4,49.5,Loamy,Maize,28-28
128,42,82,37.4,91.0,53.1,Red,Wheat,DAP
12,131,27,33.6,93.3,32.8,Sandy,Millets,Urea
13,79,119,42.3,63.5,45.1,Sandy,Paddy,28-28
130,80,110,29.1,77.5,12.4,Clayey,Wheat,28-28
137,102,130,40.2,34.3,25.9,Clayey,Barley,28-28
61,61,9,27.5,42.1,39.8,Loamy,Millets,20-20
15,72,115,39.8,97.8,52.3,Sandy,Millets,20-20
86,113,55,20.5,18.8,57.4,Clayey,Sugarcane,20-20
121,119,40,24.9,74.0,50.9,Black,Cotton,17-17-17
14,123,130,15.8,37.0,16.6,Loamy,Barley,28-28
112,7,205,28.6,69.0,53.9,Sandy,Millets,DAP
64,108,45,44.2,34.8,35.7,Clayey,Wheat,28-28
125,144,12,42.3,74.9,55.2,Loamy,Cotton,28-28
118,45,156,39.6,93.4,31.5,Red,Maize,10-26-26
19,110,145,45.0,39.8,51.0,Clayey,Tobacco,10-26-26
7,27,115,39.3,79.5,48.1,Red,Oil seeds,Urea
45,97,101,16.3,45.7,34.9,Clayey,Pulses,14-35-14
68,15,181,44.3,75.3,28.9,Red,Paddy,DAP
114,94,94,17.8,22.2,33.8,Red,Sugarcane,20-20
29,25,176,42.8,87.8,24.8,Red,Oil seeds,Urea
19,98,43,44.9,14.4,42.0,Black,Barley,28-28
47,100,194,32.2,97.2,59.1,Sandy,Barley,28-28
139,87,104,21.3,70.5,35.5,Loamy,Oil seeds,14-35-14
29,125,35,40.6,47.4,55.7,Loamy,Maize,28-28
117,122,187,32.5,94.7,24.2,Loamy,Ground Nuts,14-35-14
66,37,23,27.1,69.3,35.9,Black,Pulses,14-35-14
44,124,95,22.7,62.9,41.6,Loamy,Barley,28-28
46,92,100,27.4,26.7,25.2,Sandy,Wheat,28-28
3,144,164,29.7,32.8,19.3,Red,Tobacco,10-26-26
85,96,152,29.9,95.9,41.3,Black,Oil seeds,14-35-14
50,62,79,29.2,77.3,26.3,Black,Oil seeds,14-35-14
93,80,102,39.7,79.3,28.3,Clayey,Cotton,10-26-26
11,136,77,28.6,68.4,37.0,Sandy,Ground Nuts,14-35-14
10,105,82,40.0,85.4,57.3,Sandy,Wheat,28-28
52,106,32,28.4,99.0,43.5,Clayey,Maize,28-28
61,81,129,41.8,29.6,32.9,Sandy,Tobacco,14-35-14
31,104,24,26.3,82.1,36.4,Sandy,Cotton,14-35-14
43,47,157,40.7,58.5,21.6,Black,Tobacco,14-35-14
130,142,65,22.0,58.3,46.4,Black,Pulses,14-35-14
118,45,83,31.7,85.0,19.2,Red,Tobacco,DAP
12,138,164,29.3,18.9,45.9,Black,Paddy,17-17-17
36,126,18,44.2,22.3,35.6,Clayey,Tobacco,Urea
57,69,197,23.4,93.7,58.2,Sandy,Barley,28-28
2,98,44,28.3,99.4,34.4,Sandy,Oil seeds,14-35-14
38,41,202,24.1,22.4,42.2,Red,Ground Nuts,14-35-14
126,115,148,26.9,20.4,28.1,Black,Cotton,10-26-26
51,109,45,31.5,46.3,16.4,Red,Cotton,14-35-14
52,47,122,23.3,40.1,21.2,Clayey,Oil seeds,14-35-14
4,29,21,43.8,94.7,44.8,Black,Millets,Urea
116,135,7,19.2,40.6,12.2,Black,Wheat,28-28
11,46,182,44.8,34.3,22.0,Black,Millets,Urea
101,31,61,21.7,77.8,13.1,Loamy,Pulses,DAP
101,127,85,36.0,43.9,32.8,Clayey,Millets,Urea
112,137,174,40.4,84.6,42.5,Red,Paddy,10-26-26
99,38,66,21.2,45.1,34.5,Clayey,Cotton,28-28
73,94,74,44.9,90.1,14.0,Black,Paddy,17-17-17
104,68,185,24.3,33.0,29.5,Sandy,Tobacco,28-28
40,118,18,37.9,39.9,13.4,Red,Pulses,14-35-14
20,7,166,38.0,16.9,51.4,Sandy,Tobacco,Urea
67,130,108,26.2,41.0,53.2,Black,Pulses,14-35-14
37,28,54,24.3,72.9,51.1,Black,Ground Nuts,DAP
109,30,2,39.9,41.7,24.9,Black,Oil seeds,DAP
128,107,52,32.7,39.3,13.4,Clayey,Cotton,10-26-26
81,30,191,39.7,97.6,19.0,Sandy,Pulses,DAP
0,74,138,24.0,25.6,31.1,Black,Ground Nuts,14-35-14
93,95,107,38.8,52.1,46.2,Black,Millets,Urea
54,76,62,35.5,47.1,53.5,Loamy,Wheat,28-28
103,107,88,36.8,55.4,37.8,Loamy,Paddy,DAP
90,136,122,23.6,90.8,47.7,Sandy,Cotton,14-35-14
86,30,50,18.5,19.3,25.5,Clayey,Barley,DAP
39,44,202,19.8,97.0,20.2,Black,Cotton,17-17-17
107,128,140,16.6,34.6,51.6,Sandy,Oil seeds,14-35-14
74,32,84,39.5,21.5,24.6,Loamy,Sugarcane,DAP
36,13,199,29.4,35.9,26.3,Loamy,Maize,DAP
102,34,101,16.2,17.1,48.0,Sandy,Maize,DAP
68,27,142,41.6,81.8,33.8,Sandy,Millets,DAP
53,41,22,37.0,81.5,42.5,Sandy,Sugarcane,Urea
10,62,21,41.3,56.0,21.2,Clayey,Pulses,14-35-14
92,49,89,31.0,38.9,42.9,Red,Pulses,14-35-14
135,87,194,21.4,92.2,54.5,Black,Oil seeds,14-35-14
109,129,63,22.9,66.7,27.2,Sandy,Millets,Urea
43,141,82,18.3,84.0,47.2,Clayey,Paddy,DAP
81,129,115,29.0,18.8,55.9,Clayey,Wheat,28-28
118,6,71,31.1,51.1,45.5,Loamy,Millets,DAP
86,31,2,21.5,29.8,48.6,Loamy,Tobacco,DAP
131,29,69,27.6,41.7,46.0,Black,Maize,DAP
91,20,7,21.2,96.8,57.9,Black,Barley,DAP
116,67,201,16.5,70.3,13.9,Clayey,Maize,10-26-26
5,72,25,27.8,44.7,59.9,Red,Cotton,14-35-14
58,37,32,35.7,66.4,60.0,Loamy,Cotton,DAP
28,83,161,43.4,60.7,13.2,Clayey,Barley,28-28
7,112,147,32.8,89.1,30.5,Black,Millets,Urea
117,19,10,30.1,97.2,14.4,Loamy,Millets,DAP
51,136,162,32.4,91.5,11.1,Clayey,Tobacco,10-26-26
93,93,40,19.0,17.0,29.8,Red,Millets,20-20
37,41,198,36.5,31.2,33.0,Clayey,Millets,Urea
64,24,36,42.9,36.7,22.0,Black,Ground Nuts,DAP
66,102,90,24.6,62.1,24.0,Clayey,Millets,Urea
9,8,86,28.9,97.1,24.9,Black,Cotton,Urea
71,117,67,26.7,84.6,19.9,Black,Oil seeds,14-35-14
57,42,196,19.8,68.6,31.5,Clayey,Cotton,17-17-17
15,109,150,17.0,50.6,16.3,Clayey,Barley,28-28
51,126,173,32.8,92.5,32.6,Loamy,Ground Nuts,14-35-14
10,138,190,44.9,50.8,54.4,Clayey,Cotton,10-26-26
71,54,203,22.3,28.3,39.6,Loamy,Sugarcane,20-20
113,64,9,31.9,83.2,21.9,Sandy,Millets,20-20
83,135,194,33.3,58.9,35.9,Black,Ground Nuts,14-35-14
113,13,61,22.5,33.7,11.6,Sandy,Oil seeds,DAP
47,66,24,20.0,82.7,18.9,Black,Sugarcane,10-26-26
16,94,195,40.2,69.8,38.5,Black,Oil seeds,14-35-14
31,142,81,43.9,51.2,43.3,Loamy,Oil seeds,14-35-14
50,74,49,41.1,94.2,50.3,Loamy,Ground Nuts,14-35-14
106,55,79,36.0,67.4,11.0,Black,Barley,28-28
88,30,142,33.2,28.5,52.9,Loamy,Paddy,DAP
132,12,31,24.1,88.1,34.4,Red,Barley,DAP
67,142,25,21.0,48.4,18.4,Sandy,Ground Nuts,14-35-14
62,133,185,24.6,95.8,42.3,Loamy,Tobacco,17-17-17
57,39,88,42.8,29.0,54.1,Clayey,Oil seeds,14-35-14
75,143,122,30.1,71.6,54.9,Loamy,Tobacco,17-17-17
42,31,102,42.1,46.6,11.5,Sandy,Ground Nuts,DAP
22,96,38,27.1,87.2,19.6,Loamy,Sugarcane,28-28
21,4,138,43.2,63.7,50.3,Sandy,Wheat,Urea
31,60,24,15.1,91.4,17.4,Black,Cotton,20-20
38,1,80,31.7,43.8,30.8,Sandy,Pulses,DAP
77,110,141,24.2,76.6,37.6,Loamy,Pulses,14-35-14
126,22,37,41.2,14.1,36.5,Clayey,Paddy,DAP
44,48,160,23.2,88.4,24.2,Loamy,Ground Nuts,14-35-14
89,55,19,22.9,85.3,45.1,Loamy,Oil seeds,14-35-14
113,8,42,32.8,22.7,10.1,Clayey,Cotton,DAP
86,89,193,24.5,30.8,48.8,Loamy,Wheat,28-28
84,135,121,16.8,78.8,12.3,Sandy,Cotton,14-35-14
60,135,85,28.2,71.6,32.8,Clayey,Paddy,20-20
47,45,45,32.3,28.9,13.3,Clayey,Ground Nuts,14-35-14
18,41,91,31.2,88.7,48.7,Sandy,Cotton,14-35-14
108,134,171,37.7,82.2,44.8,Clayey,Millets,Urea
37,84,82,32.4,86.3,29.0,Black,Barley,28-28
136,127,52,36.5,63.7,21.5,Sandy,Sugarcane,20-20
17,117,136,38.6,52.7,23.1,Black,Tobacco,14-35-14
81,16,180,15.6,76.1,54.0,Black,Oil seeds,DAP
103,8,0,28.2,26.6,55.1,Clayey,Barley,DAP
135,74,104,43.4,99.8,58.8,Black,Pulses,14-35-14
2,72,197,38.1,20.8,42.8,Sandy,Oil seeds,14-35-14
122,54,110,43.1,83.2,46.5,Black,Maize,10-26-26
39,29,24,20.7,88.5,46.3,Loamy,Pulses,DAP
6,119,130,40.2,98.2,43.9,Black,Maize,10-26-26
52,101,138,34.4,91.7,55.5,Sandy,Wheat,28-28
33,104,13,18.0,39.6,49.9,Clayey,Pulses,14-35-14
136,114,32,15.9,68.0,29.8,Red,Tobacco,10-26-26
6,29,73,26.6,74.3,39.2,Clayey,Pulses,Urea
84,132,88,41.3,86.5,18.8,Red,Oil seeds,14-35-14
84,31,42,31.2,60.7,49.5,Clayey,Pulses,DAP
19,5,78,43.2,32.9,53.2,Sandy,Cotton,Urea
57,36,77,16.0,26.7,19.4,Red,Oil seeds,14-35-14
66,102,125,35.8,32.7,54.6,Sandy,Barley,28-28
138,12,163,19.3,83.9,40.2,Loamy,Wheat,DAP
21,59,129,22.2,56.0,20.8,Red,Cotton,14-35-14
27,123,7,25.6,83.8,56.1,Red,Sugarcane,10-26-26
58,27,61,32.9,87.9,29.1,Sandy,Sugarcane,DAP
27,23,6,42.6,62.5,27.8,Loamy,Pulses,Urea
20,136,139,36.8,82.1,32.1,Sandy,Sugarcane,20-20
70,88,141,15.6,15.0,48.5,Black,Paddy,10-26-26
43,144,124,42.5,94.3,39.8,Black,Ground Nuts,14-35-14
27,139,170,36.0,88.1,20.1,Loamy,Pulses,14-35-14
62,9,205,17.0,59.7,16.8,Clayey,Paddy,DAP
117,17,93,42.0,42.4,52.5,Red,Cotton,DAP
28,46,139,41.9,34.8,45.3,Clayey,Paddy,DAP
62,51,9,40.0,49.2,40.9,Clayey,Pulses,14-35-14
127,47,91,37.0,57.2,47.3,Clayey,Millets,Urea
76,92,103,41.4,91.0,32.7,Black,Paddy,17-17-17
40,43,136,22.4,85.7,37.4,Sandy,Sugarcane,17-17-17
130,6,81,39.4,43.6,55.7,Loamy,Ground Nuts,DAP
121,59,162,41.6,99.7,46.6,Black,Cotton,17-17-17
89,16,34,29.9,29.9,33.3,Clayey,Ground Nuts,DAP
16,100,14,31.9,97.5,27.3,Sandy,Pulses,14-35-14
10,47,153,19.1,40.7,41.2,Black,Maize,10-26-26
89,8,39,27.7,22.3,16.0,Loamy,Pulses,DAP
54,13,204,38.1,27.7,45.1,Loamy,Tobacco,DAP
127,117,141,31.7,94.5,15.6,Loamy,Barley,28-28
